1567232350.635810 Temp=28.4C and Humi=41.2% and O2=20.9%
1567232352.639942 Temp=28.4C and Humi=41.1% and O2=20.9%
1567232357.787419 Temp=28.4C and Humi=41.0% and O2=20.9%
1567232359.791680 Temp=28.4C and Humi=40.9% and O2=20.9%
1567232361.796031 Temp=28.4C and Humi=40.9% and O2=20.9%
1567232363.800226 Temp=28.4C and Humi=40.9% and O2=20.9%
1567232365.804488 Temp=28.4C and Humi=41.0% and O2=20.9%
1567232367.808702 Temp=28.4C and Humi=40.9% and O2=20.9%
1567232369.828682 Temp=28.4C and Humi=40.9% and O2=20.9%
1567232371.833444 Temp=28.4C and Humi=40.9% and O2=20.9%
1567232373.838120 Temp=28.4C and Humi=40.8% and O2=20.9%
1567232375.841767 Temp=28.4C and Humi=40.8% and O2=20.9%
1567232377.846172 Temp=28.4C and Humi=40.7% and O2=20.9%
1567232379.850435 Temp=28.4C and Humi=40.6% and O2=20.9%
1567232381.854922 Temp=28.4C and Humi=40.6% and O2=20.9%
1567233043.291473 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233045.295915 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233047.326170 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233049.330877 Temp=28.5C and Humi=40.0% and O2=20.9%
1567233051.335525 Temp=28.5C and Humi=40.0% and O2=20.9%
1567233053.339982 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233055.343572 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233057.348038 Temp=28.5C and Humi=40.0% and O2=20.9%
1567233059.351791 Temp=28.4C and Humi=40.2% and O2=20.9%
1567233061.355994 Temp=28.5C and Humi=40.4% and O2=20.9%
1567233063.360460 Temp=28.4C and Humi=40.4% and O2=20.9%
1567233065.364864 Temp=28.4C and Humi=40.4% and O2=20.9%
1567233067.369209 Temp=28.4C and Humi=40.4% and O2=20.9%
1567233069.373535 Temp=28.4C and Humi=40.4% and O2=20.9%
1567233071.377806 Temp=28.4C and Humi=40.4% and O2=20.9%
1567233073.381985 Temp=28.4C and Humi=40.4% and O2=20.9%
1567233076.213381 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233078.217752 Temp=28.4C and Humi=40.3% and O2=20.9%
1567233080.221899 Temp=28.4C and Humi=40.2% and O2=20.9%
1567233082.227139 Temp=28.4C and Humi=40.2% and O2=20.9%
1567233084.231464 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233086.235754 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233088.240178 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233090.244711 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233092.249060 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233094.668389 Temp=28.5C and Humi=40.1% and O2=20.9%
1567233096.671756 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233098.676294 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233100.680678 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233102.684973 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233104.689251 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233106.692976 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233109.150025 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233111.153542 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233113.157669 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233115.161647 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233117.165663 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233119.169664 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233121.196045 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233123.407869 Temp=28.4C and Humi=40.0% and O2=20.9%
1567233125.412103 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233127.416160 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233129.420259 Temp=28.5C and Humi=40.1% and O2=20.9%
1567233131.424498 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233133.428747 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233135.433028 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233137.437163 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233139.441488 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233141.445670 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233143.481720 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233145.485851 Temp=28.4C and Humi=40.1% and O2=20.9%
1567233147.490413 Temp=28.5C and Humi=40.1% and O2=20.9%
1567233149.494282 Temp=28.4C and Humi=40.3% and O2=20.9%
1567233151.497658 Temp=28.4C and Humi=40.5% and O2=20.9%
1567233153.501760 Temp=28.4C and Humi=40.6% and O2=20.9%
1567233155.505998 Temp=28.4C and Humi=40.6% and O2=20.9%
1567233157.510189 Temp=28.4C and Humi=40.5% and O2=20.9%
1567233159.514874 Temp=28.4C and Humi=40.5% and O2=20.9%
1567233161.518932 Temp=28.4C and Humi=40.5% and O2=20.9%
1567233163.523139 Temp=28.5C and Humi=40.5% and O2=20.9%
1567233165.527381 Temp=28.4C and Humi=40.5% and O2=20.9%
1567233167.531695 Temp=28.5C and Humi=40.6% and O2=20.9%
1567233169.536384 Temp=28.5C and Humi=40.7% and O2=20.9%
1567233171.541236 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233173.545799 Temp=28.4C and Humi=40.8% and O2=20.9%
1567233175.550051 Temp=28.5C and Humi=40.7% and O2=20.9%
1567233177.553388 Temp=28.4C and Humi=40.7% and O2=20.9%
1567233179.557507 Temp=28.5C and Humi=40.7% and O2=20.9%
1567233181.561746 Temp=28.5C and Humi=40.6% and O2=20.9%
1567233183.566062 Temp=28.5C and Humi=40.6% and O2=20.9%
1567233185.570087 Temp=28.5C and Humi=40.6% and O2=20.9%
1567233187.574405 Temp=28.4C and Humi=40.7% and O2=20.9%
1567233189.578501 Temp=28.5C and Humi=40.7% and O2=20.9%
1567233191.582906 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233193.587268 Temp=28.5C and Humi=40.7% and O2=20.9%
1567233195.591784 Temp=28.5C and Humi=40.7% and O2=20.9%
1567233197.596240 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233199.600444 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233201.607900 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233203.998147 Temp=28.4C and Humi=40.8% and O2=20.9%
1567233206.001887 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233217.875597 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233219.879621 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233221.883406 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233223.887519 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233225.891800 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233227.896047 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233229.900290 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233232.336468 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233234.357024 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233236.361632 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233238.513588 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233240.518300 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233242.524327 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233244.529306 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233246.533336 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233248.537695 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233250.541898 Temp=28.5C and Humi=40.9% and O2=20.9%
1567233252.546214 Temp=28.5C and Humi=40.9% and O2=20.9%
1567233254.550479 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233256.554851 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233259.749815 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233261.753103 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233263.757463 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233265.761733 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233267.782858 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233269.788874 Temp=28.5C and Humi=40.9% and O2=20.9%
1567233271.794165 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233273.798395 Temp=28.5C and Humi=40.9% and O2=20.9%
1567233275.802595 Temp=28.5C and Humi=40.9% and O2=20.9%
1567233277.816414 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233279.821851 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233281.826196 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233283.830895 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233285.835510 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233288.529869 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233290.533394 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233292.537527 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233294.541640 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233296.545688 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233298.549814 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233300.554019 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233302.558386 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233304.562780 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233306.565895 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233308.569442 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233310.573373 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233312.577434 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233314.581783 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233316.586086 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233318.590334 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233320.594934 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233323.280101 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233325.284466 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233327.288705 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233329.292925 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233331.296965 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233333.301198 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233335.305364 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233337.309498 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233339.313343 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233341.318403 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233343.322904 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233345.327175 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233347.331720 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233349.354346 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233351.359372 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233353.506633 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233355.510663 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233357.515024 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233359.519215 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233361.523641 Temp=28.5C and Humi=41.3% and O2=20.9%
1567233364.864706 Temp=28.5C and Humi=41.5% and O2=20.9%
1567233366.868955 Temp=28.5C and Humi=41.5% and O2=20.9%
1567233368.878703 Temp=28.5C and Humi=41.5% and O2=20.9%
1567233370.901824 Temp=28.5C and Humi=41.4% and O2=20.9%
1567233372.905904 Temp=28.5C and Humi=41.3% and O2=20.9%
1567233374.909992 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233376.913493 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233378.917577 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233380.921690 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233382.925987 Temp=28.5C and Humi=40.9% and O2=20.9%
1567233384.930294 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233386.934608 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233388.938907 Temp=28.5C and Humi=42.0% and O2=20.9%
1567233390.952006 Temp=28.5C and Humi=42.2% and O2=20.9%
1567233393.480306 Temp=28.5C and Humi=42.2% and O2=20.9%
1567233395.484911 Temp=28.5C and Humi=42.1% and O2=20.9%
1567233397.488989 Temp=28.5C and Humi=42.0% and O2=20.9%
1567233399.493187 Temp=28.5C and Humi=42.0% and O2=20.9%
1567233401.497368 Temp=28.5C and Humi=42.0% and O2=20.9%
1567233403.505184 Temp=28.5C and Humi=42.0% and O2=20.9%
1567233405.510737 Temp=28.5C and Humi=41.9% and O2=20.9%
1567233407.515257 Temp=28.5C and Humi=41.9% and O2=20.9%
1567233409.519499 Temp=28.5C and Humi=41.8% and O2=20.9%
1567233411.523709 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233413.528034 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233415.544671 Temp=28.5C and Humi=41.9% and O2=20.9%
1567233417.549901 Temp=28.5C and Humi=42.0% and O2=20.9%
1567233419.553515 Temp=28.5C and Humi=42.2% and O2=20.9%
1567233421.557737 Temp=28.5C and Humi=42.2% and O2=20.9%
1567233423.561929 Temp=28.5C and Humi=42.2% and O2=20.9%
1567233425.566358 Temp=28.5C and Humi=42.1% and O2=20.9%
1567233427.570602 Temp=28.5C and Humi=42.2% and O2=20.9%
1567233429.575302 Temp=28.5C and Humi=42.2% and O2=20.9%
1567233431.579675 Temp=28.5C and Humi=42.1% and O2=20.9%
1567233433.583161 Temp=28.5C and Humi=41.9% and O2=20.9%
1567233435.587999 Temp=28.5C and Humi=41.8% and O2=20.9%
1567233437.605421 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233439.609606 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233441.613627 Temp=28.5C and Humi=41.6% and O2=20.9%
1567233443.617898 Temp=28.5C and Humi=41.6% and O2=20.9%
1567233445.621779 Temp=28.5C and Humi=41.6% and O2=20.9%
1567233447.626028 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233449.630145 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233451.634602 Temp=28.5C and Humi=41.8% and O2=20.9%
1567233453.656260 Temp=28.5C and Humi=41.9% and O2=20.9%
1567233455.660628 Temp=28.5C and Humi=41.9% and O2=20.9%
1567233457.668292 Temp=28.5C and Humi=41.8% and O2=20.9%
1567233459.671939 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233461.676337 Temp=28.5C and Humi=41.5% and O2=20.9%
1567233466.369611 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233468.373956 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233470.378387 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233472.382566 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233474.386885 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233476.390307 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233478.394815 Temp=28.5C and Humi=40.9% and O2=20.9%
1567233480.399027 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233483.096088 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233485.100605 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233487.115556 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233489.119801 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233491.123502 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233493.127775 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233495.132053 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233497.136207 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233499.753355 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233501.757462 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233503.762905 Temp=28.5C and Humi=41.3% and O2=20.9%
1567233505.767032 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233507.771293 Temp=28.5C and Humi=41.8% and O2=20.9%
1567233509.775128 Temp=28.5C and Humi=41.7% and O2=20.9%
1567233511.779525 Temp=28.5C and Humi=41.6% and O2=20.9%
1567233514.781884 Temp=28.5C and Humi=41.4% and O2=20.9%
1567233516.786093 Temp=28.5C and Humi=41.3% and O2=20.9%
1567233518.790485 Temp=28.5C and Humi=41.2% and O2=20.9%
1567233520.795018 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233522.799157 Temp=28.5C and Humi=41.1% and O2=20.9%
1567233524.883322 Temp=28.5C and Humi=41.0% and O2=20.9%
1567233526.887496 Temp=28.5C and Humi=40.9% and O2=20.9%
1567233528.891807 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233530.895969 Temp=28.5C and Humi=40.8% and O2=20.9%
1567233532.900479 Temp=28.5C and Humi=40.7% and O2=20.9%
1567233534.904927 Temp=28.5C and Humi=40.6% and O2=20.9%
1567233536.909269 Temp=28.5C and Humi=40.6% and O2=20.9%
1567233538.913531 Temp=28.5C and Humi=40.6% and O2=20.9%
1567233540.917632 Temp=28.5C and Humi=40.6% and O2=20.9%
1567233542.921735 Temp=28.5C and Humi=40.5% and O2=20.9%
1567233544.926846 Temp=28.5C and Humi=40.5% and O2=20.9%
1567233546.931185 Temp=28.5C and Humi=40.5% and O2=20.9%
1567233548.934423 Temp=28.5C and Humi=40.5% and O2=20.9%
1567233550.938618 Temp=28.5C and Humi=40.4% and O2=20.9%
1567233552.943335 Temp=28.5C and Humi=40.4% and O2=20.9%
1567233554.947758 Temp=28.5C and Humi=40.4% and O2=20.9%
1567233556.951793 Temp=28.5C and Humi=40.4% and O2=20.9%
1567233558.956195 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233560.961145 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233562.965493 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233564.969764 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233566.973919 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233568.978218 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233570.981982 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233572.986633 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233574.991484 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233576.995867 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233579.000048 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233581.013666 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233583.017694 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233585.021740 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233587.025619 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233589.029735 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233591.033712 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233593.037688 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233595.041690 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233597.045815 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233599.049519 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233601.053433 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233603.057757 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233605.061780 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233607.065819 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233614.208931 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233616.213268 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233618.217546 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233620.221753 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233622.225905 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233624.229974 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233626.233353 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233628.237572 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233630.241701 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233632.245794 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233634.249953 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233636.252743 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233638.821824 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233640.825840 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233642.830012 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233644.834214 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233646.838399 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233648.841687 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233650.845770 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233652.849804 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233654.853410 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233656.857138 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233658.861322 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233660.865803 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233662.870699 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233664.875194 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233666.879381 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233670.893923 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233672.898343 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233674.901787 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233676.905897 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233678.912894 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233680.917729 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233682.922034 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233684.926325 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233686.930679 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233688.934987 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233690.939587 Temp=28.5C and Humi=40.3% and O2=20.9%
1567233692.943914 Temp=28.5C and Humi=40.2% and O2=20.9%
1567233694.948036 Temp=28.5C and Humi=40.3% and O2=20.9%
